"year","id","region","arealFjell","mean_snow","reference_snow","reference_mean_snow","n_reference_years","relative_snow","condition_score"
1992,5,"Sørlandet",7085.62001515692,170.37323799014,155.899339572004,156.040950888283,30,1.09284130681933,1
1993,1,"Nord-Norge",59822.7350921747,179.943757069788,142.921073581004,143.744102075349,30,1.25904285883915,1
1993,2,"Midt-Norge",18294.6375230299,179.849404316078,156.549324576585,160.910013390366,30,1.14883538975663,1
1993,3,"Østlandet",19004.1775274179,143.807619502106,104.273160477513,104.203290990937,30,1.37914319316253,1
1993,4,"Vestlandet",20329.6250265664,387.010294937628,247.243754336309,247.789646322772,30,1.56529856932687,1
1993,5,"Sørlandet",7085.62001515692,240.158575758823,155.899339572004,156.040950888283,30,1.54047205342972,1
1994,1,"Nord-Norge",59822.7350921747,124.411422197567,142.921073581004,143.744102075349,30,0.870490397814244,0.870490397814244
1994,2,"Midt-Norge",18294.6375230299,117.640326214902,156.549324576585,160.910013390366,30,0.751458535724001,0.751458535724001
1994,3,"Østlandet",19004.1775274179,117.042645475088,104.273160477513,104.203290990937,30,1.12246185824903,1
1994,4,"Vestlandet",20329.6250265664,283.205546082599,247.243754336309,247.789646322772,30,1.14545075908115,1
1994,5,"Sørlandet",7085.62001515692,183.200628345845,155.899339572004,156.040950888283,30,1.1751212599668,1
1995,1,"Nord-Norge",59822.7350921747,168.261763941092,142.921073581004,143.744102075349,30,1.17730548564432,1
1995,2,"Midt-Norge",18294.6375230299,202.605838897913,156.549324576585,160.910013390366,30,1.29419810303172,1
1995,3,"Østlandet",19004.1775274179,135.12620948077,104.273160477513,104.203290990937,30,1.29588677337455,1
1995,4,"Vestlandet",20329.6250265664,314.840772747045,247.243754336309,247.789646322772,30,1.27340232958438,1
1995,5,"Sørlandet",7085.62001515692,199.086125973537,155.899339572004,156.040950888283,30,1.27701712220267,1
1996,1,"Nord-Norge",59822.7350921747,177.817591134431,142.921073581004,143.744102075349,30,1.24416635475138,1
1996,2,"Midt-Norge",18294.6375230299,124.722567378204,156.549324576585,160.910013390366,30,0.796698214543806,0.796698214543806
1996,3,"Østlandet",19004.1775274179,62.9778144040572,104.273160477513,104.203290990937,30,0.603969555690594,0.603969555690594
1996,4,"Vestlandet",20329.6250265664,133.194985173304,247.243754336309,247.789646322772,30,0.538719311761169,0.538719311761169
1996,5,"Sørlandet",7085.62001515692,35.0863677739661,155.899339572004,156.040950888283,30,0.225057834563571,0.225057834563571
1997,1,"Nord-Norge",59822.7350921747,198.85311710864,142.921073581004,143.744102075349,30,1.39134917004339,1
1997,2,"Midt-Norge",18294.6375230299,181.127172024683,156.549324576585,160.910013390366,30,1.15699746718533,1
1997,3,"Østlandet",19004.1775274179,109.031106502066,104.273160477513,104.203290990937,30,1.04562963281025,1
1997,4,"Vestlandet",20329.6250265664,262.251215987196,247.243754336309,247.789646322772,30,1.06069905260569,1
1997,5,"Sørlandet",7085.62001515692,156.619284751951,155.899339572004,156.040950888283,30,1.00461801301996,1
1998,1,"Nord-Norge",59822.7350921747,149.680533533698,142.921073581004,143.744102075349,30,1.04729505441941,1
1998,2,"Midt-Norge",18294.6375230299,165.279881321967,156.549324576585,160.910013390366,30,1.05576872828417,1
1998,3,"Østlandet",19004.1775274179,103.098360278297,104.273160477513,104.203290990937,30,0.988733436352791,0.988733436352791
1998,4,"Vestlandet",20329.6250265664,219.88703423164,247.243754336309,247.789646322772,30,0.889353240982349,0.889353240982349
1998,5,"Sørlandet",7085.62001515692,100.036823019467,155.899339572004,156.040950888283,30,0.641675733162832,0.641675733162832
1999,1,"Nord-Norge",59822.7350921747,104.32675390617,142.921073581004,143.744102075349,30,0.729960608972338,0.729960608972338
1999,2,"Midt-Norge",18294.6375230299,126.618150491535,156.549324576585,160.910013390366,30,0.808806750421926,0.808806750421926
1999,3,"Østlandet",19004.1775274179,109.794242058267,104.273160477513,104.203290990937,30,1.05294825202834,1
1999,4,"Vestlandet",20329.6250265664,287.770941193979,247.243754336309,247.789646322772,30,1.16391591757883,1
1999,5,"Sørlandet",7085.62001515692,175.464442175202,155.899339572004,156.040950888283,30,1.12549830330847,1
2000,1,"Nord-Norge",59822.7350921747,175.991956761482,142.921073581004,143.744102075349,30,1.23139263057476,1
2000,2,"Midt-Norge",18294.6375230299,204.001331486825,156.549324576585,160.910013390366,30,1.30311217910765,1
2000,3,"Østlandet",19004.1775274179,125.693742472939,104.273160477513,104.203290990937,30,1.20542757021397,1
2000,4,"Vestlandet",20329.6250265664,357.605533718917,247.243754336309,247.789646322772,30,1.44636832052182,1
2000,5,"Sørlandet",7085.62001515692,185.325314106192,155.899339572004,156.040950888283,30,1.18874983444428,1
2001,1,"Nord-Norge",59822.7350921747,87.2716725129193,142.921073581004,143.744102075349,30,0.610628442162212,0.610628442162212
2001,2,"Midt-Norge",18294.6375230299,77.5351684640341,156.549324576585,160.910013390366,30,0.49527628863134,0.49527628863134
2001,3,"Østlandet",19004.1775274179,105.640713973582,104.273160477513,104.203290990937,30,1.01311510545769,1
2001,4,"Vestlandet",20329.6250265664,155.425323246715,247.243754336309,247.789646322772,30,0.628631949324392,0.628631949324392
2001,5,"Sørlandet",7085.62001515692,155.866767937784,155.899339572004,156.040950888283,30,0.99979107266067,0.99979107266067
2002,1,"Nord-Norge",59822.7350921747,159.032195313784,142.921073581004,143.744102075349,30,1.11272740491729,1
2002,2,"Midt-Norge",18294.6375230299,188.504384036211,156.549324576585,160.910013390366,30,1.20412134990716,1
2002,3,"Østlandet",19004.1775274179,106.233633374062,104.273160477513,104.203290990937,30,1.01880131845598,1
2002,4,"Vestlandet",20329.6250265664,251.406268508938,247.243754336309,247.789646322772,30,1.01683566965646,1
2002,5,"Sørlandet",7085.62001515692,133.087946272899,155.899339572004,156.040950888283,30,0.853678704722355,0.853678704722355
2003,1,"Nord-Norge",59822.7350921747,130.203218831966,142.921073581004,143.744102075349,30,0.911014838957043,0.911014838957043
2003,2,"Midt-Norge",18294.6375230299,114.512991017435,156.549324576585,160.910013390366,30,0.731481859325522,0.731481859325522
2003,3,"Østlandet",19004.1775274179,74.7620623827208,104.273160477513,104.203290990937,30,0.716982798261341,0.716982798261341
2003,4,"Vestlandet",20329.6250265664,167.397361243239,247.243754336309,247.789646322772,30,0.677053953061802,0.677053953061802
2003,5,"Sørlandet",7085.62001515692,108.649196631512,155.899339572004,156.040950888283,30,0.696918902477653,0.696918902477653
2004,1,"Nord-Norge",59822.7350921747,137.570611980572,142.921073581004,143.744102075349,30,0.962563522184855,0.962563522184855
2004,2,"Midt-Norge",18294.6375230299,140.301810180513,156.549324576585,160.910013390366,30,0.896214726955761,0.896214726955761
2004,3,"Østlandet",19004.1775274179,82.5518783123535,104.273160477513,104.203290990937,30,0.791688656355214,0.791688656355214
2004,4,"Vestlandet",20329.6250265664,181.339304987213,247.243754336309,247.789646322772,30,0.733443420942999,0.733443420942999
2004,5,"Sørlandet",7085.62001515692,100.62367533757,155.899339572004,156.040950888283,30,0.645440035947655,0.645440035947655
2005,1,"Nord-Norge",59822.7350921747,154.850404557147,142.921073581004,143.744102075349,30,1.08346796366165,1
2005,2,"Midt-Norge",18294.6375230299,229.234480435822,156.549324576585,160.910013390366,30,1.46429555704457,1
2005,3,"Østlandet",19004.1775274179,126.316077089816,104.273160477513,104.203290990937,30,1.21139588088976,1
2005,4,"Vestlandet",20329.6250265664,321.265629475322,247.243754336309,247.789646322772,30,1.29938825082848,1
2005,5,"Sørlandet",7085.62001515692,159.108053091893,155.899339572004,156.040950888283,30,1.02058195710577,1
2006,1,"Nord-Norge",59822.7350921747,113.293493861604,142.921073581004,143.744102075349,30,0.792699711966494,0.792699711966494
2006,2,"Midt-Norge",18294.6375230299,142.804807151725,156.549324576585,160.910013390366,30,0.912203278666104,0.912203278666104
2006,3,"Østlandet",19004.1775274179,83.0354093065266,104.273160477513,104.203290990937,30,0.796325813145694,0.796325813145694
2006,4,"Vestlandet",20329.6250265664,183.14562367221,247.243754336309,247.789646322772,30,0.740749242236022,0.740749242236022
2006,5,"Sørlandet",7085.62001515692,90.738983178008,155.899339572004,156.040950888283,30,0.582035712448282,0.582035712448282
2007,1,"Nord-Norge",59822.7350921747,153.372573024586,142.921073581004,143.744102075349,30,1.07312777032603,1
2007,2,"Midt-Norge",18294.6375230299,162.468011769855,156.549324576585,160.910013390366,30,1.0378071716967,1
2007,3,"Østlandet",19004.1775274179,133.550269592711,104.273160477513,104.203290990937,30,1.28077320166691,1
2007,4,"Vestlandet",20329.6250265664,323.984134960847,247.243754336309,247.789646322772,30,1.31038349514849,1
2007,5,"Sørlandet",7085.62001515692,219.253581255663,155.899339572004,156.040950888283,30,1.40637915373848,1
2008,1,"Nord-Norge",59822.7350921747,123.089239677337,142.921073581004,143.744102075349,30,0.861239260196105,0.861239260196105
2008,2,"Midt-Norge",18294.6375230299,179.31826204999,156.549324576585,160.910013390366,30,1.14544257878459,1
2008,3,"Østlandet",19004.1775274179,128.07370588048,104.273160477513,104.203290990937,30,1.22825188470335,1
2008,4,"Vestlandet",20329.6250265664,306.882588533465,247.243754336309,247.789646322772,30,1.24121472494724,1
2008,5,"Sørlandet",7085.62001515692,190.92642988555,155.899339572004,156.040950888283,30,1.22467760549664,1
2009,1,"Nord-Norge",59822.7350921747,126.197690338733,142.921073581004,143.744102075349,30,0.882988681632085,0.882988681632085
2009,2,"Midt-Norge",18294.6375230299,143.233303658866,156.549324576585,160.910013390366,30,0.914940412846018,0.914940412846018
2009,3,"Østlandet",19004.1775274179,100.488939591188,104.273160477513,104.203290990937,30,0.963708581681087,0.963708581681087
2009,4,"Vestlandet",20329.6250265664,240.199412752136,247.243754336309,247.789646322772,30,0.971508515541343,0.971508515541343
2009,5,"Sørlandet",7085.62001515692,136.587746355085,155.899339572004,156.040950888283,30,0.876127806121977,0.876127806121977
2010,1,"Nord-Norge",59822.7350921747,104.598731781041,142.921073581004,143.744102075349,30,0.731863602478169,0.731863602478169
2010,2,"Midt-Norge",18294.6375230299,109.515265394875,156.549324576585,160.910013390366,30,0.699557571973422,0.699557571973422
2010,3,"Østlandet",19004.1775274179,82.2268586463868,104.273160477513,104.203290990937,30,0.788571654199738,0.788571654199738
2010,4,"Vestlandet",20329.6250265664,122.10931827299,247.243754336309,247.789646322772,30,0.493882317071164,0.493882317071164
2010,5,"Sørlandet",7085.62001515692,108.328456934627,155.899339572004,156.040950888283,30,0.694861551254963,0.694861551254963
2011,1,"Nord-Norge",59822.7350921747,136.147278470403,142.921073581004,143.744102075349,30,0.952604644361548,0.952604644361548
2011,2,"Midt-Norge",18294.6375230299,127.118307686872,156.549324576585,160.910013390366,30,0.81200163610214,0.81200163610214
2011,3,"Østlandet",19004.1775274179,61.7183977404715,104.273160477513,104.203290990937,30,0.591891503602997,0.591891503602997
2011,4,"Vestlandet",20329.6250265664,175.624509740314,247.243754336309,247.789646322772,30,0.710329408367678,0.710329408367678
2011,5,"Sørlandet",7085.62001515692,96.9130177475199,155.899339572004,156.040950888283,30,0.62163841112848,0.62163841112848
2012,1,"Nord-Norge",59822.7350921747,121.957614753213,142.921073581004,143.744102075349,30,0.853321429075962,0.853321429075962
2012,2,"Midt-Norge",18294.6375230299,171.996730967629,156.549324576585,160.910013390366,30,1.09867437264788,1
2012,3,"Østlandet",19004.1775274179,102.72970741782,104.273160477513,104.203290990937,30,0.985197983329321,0.985197983329321
2012,4,"Vestlandet",20329.6250265664,293.901893696922,247.243754336309,247.789646322772,30,1.18871311627612,1
2012,5,"Sørlandet",7085.62001515692,166.928292544014,155.899339572004,156.040950888283,30,1.0707440647426,1
2013,1,"Nord-Norge",59822.7350921747,126.345831725063,142.921073581004,143.744102075349,30,0.884025207475463,0.884025207475463
2013,2,"Midt-Norge",18294.6375230299,110.605493888999,156.549324576585,160.910013390366,30,0.706521693326694,0.706521693326694
2013,3,"Østlandet",19004.1775274179,87.4347153213664,104.273160477513,104.203290990937,30,0.838516018129349,0.838516018129349
2013,4,"Vestlandet",20329.6250265664,195.22867242387,247.243754336309,247.789646322772,30,0.789620239135803,0.789620239135803
2013,5,"Sørlandet",7085.62001515692,130.082986924417,155.899339572004,156.040950888283,30,0.834403707427744,0.834403707427744
2014,1,"Nord-Norge",59822.7350921747,158.317540688479,142.921073581004,143.744102075349,30,1.10772706026973,1
2014,2,"Midt-Norge",18294.6375230299,113.000618372745,156.549324576585,160.910013390366,30,0.721821181141311,0.721821181141311
2014,3,"Østlandet",19004.1775274179,108.295834759712,104.273160477513,104.203290990937,30,1.03857823301584,1
2014,4,"Vestlandet",20329.6250265664,253.009640540606,247.243754336309,247.789646322772,30,1.02332065462998,1
2014,5,"Sørlandet",7085.62001515692,206.911691555593,155.899339572004,156.040950888283,30,1.32721339374262,1
2015,1,"Nord-Norge",59822.7350921747,127.753648128706,142.921073581004,143.744102075349,30,0.893875514140317,0.893875514140317
2015,2,"Midt-Norge",18294.6375230299,131.909410746359,156.549324576585,160.910013390366,30,0.84260606746871,0.84260606746871
2015,3,"Østlandet",19004.1775274179,104.545101070714,104.273160477513,104.203290990937,30,1.00260796346784,1
2015,4,"Vestlandet",20329.6250265664,299.210694083972,247.243754336309,247.789646322772,30,1.21018504547126,1
2015,5,"Sørlandet",7085.62001515692,190.828498086088,155.899339572004,156.040950888283,30,1.22404943221682,1
2016,1,"Nord-Norge",59822.7350921747,118.928165896099,142.921073581004,143.744102075349,30,0.832124772899173,0.832124772899173
2016,2,"Midt-Norge",18294.6375230299,135.611241281017,156.549324576585,160.910013390366,30,0.866252483987403,0.866252483987403
2016,3,"Østlandet",19004.1775274179,94.4928483946381,104.273160477513,104.203290990937,30,0.906204894547302,0.906204894547302
2016,4,"Vestlandet",20329.6250265664,304.95393397909,247.243754336309,247.789646322772,30,1.23341410503046,1
2016,5,"Sørlandet",7085.62001515692,185.575562768401,155.899339572004,156.040950888283,30,1.19035502830139,1
2017,1,"Nord-Norge",59822.7350921747,171.398964610904,142.921073581004,143.744102075349,30,1.19925606711707,1
2017,2,"Midt-Norge",18294.6375230299,205.817465686518,156.549324576585,160.910013390366,30,1.31471321414632,1
2017,3,"Østlandet",19004.1775274179,101.695636910757,104.273160477513,104.203290990937,30,0.975281044950092,0.975281044950092
2017,4,"Vestlandet",20329.6250265664,222.624792158334,247.243754336309,247.789646322772,30,0.900426353563263,0.900426353563263
2017,5,"Sørlandet",7085.62001515692,110.971414356372,155.899339572004,156.040950888283,30,0.711814525071278,0.711814525071278
2018,1,"Nord-Norge",59822.7350921747,111.260851722649,142.921073581004,143.744102075349,30,0.778477581611428,0.778477581611428
2018,2,"Midt-Norge",18294.6375230299,155.647165112827,156.549324576585,160.910013390366,30,0.994237219060523,0.994237219060523
2018,3,"Østlandet",19004.1775274179,112.35693795523,104.273160477513,104.203290990937,30,1.07752500682533,1
2018,4,"Vestlandet",20329.6250265664,257.497107510634,247.243754336309,247.789646322772,30,1.0414706256255,1
2018,5,"Sørlandet",7085.62001515692,163.225660544819,155.899339572004,156.040950888283,30,1.04699391923614,1
2019,1,"Nord-Norge",59822.7350921747,122.899744392229,142.921073581004,143.744102075349,30,0.859913386548783,0.859913386548783
2019,2,"Midt-Norge",18294.6375230299,147.660487583253,156.549324576585,160.910013390366,30,0.943220214987363,0.943220214987363
2019,3,"Østlandet",19004.1775274179,90.2664169925258,104.273160477513,104.203290990937,30,0.865672590906004,0.865672590906004
2019,4,"Vestlandet",20329.6250265664,164.373137168417,247.243754336309,247.789646322772,30,0.66482220191832,0.66482220191832
2019,5,"Sørlandet",7085.62001515692,85.9489043161246,155.899339572004,156.040950888283,30,0.551310252834189,0.551310252834189
2020,1,"Nord-Norge",59822.7350921747,180.427225239534,142.921073581004,143.744102075349,30,1.26242562218981,1
2020,2,"Midt-Norge",18294.6375230299,215.755922658102,156.549324576585,160.910013390366,30,1.3781977229327,1
2020,3,"Østlandet",19004.1775274179,125.690228296216,104.273160477513,104.203290990937,30,1.20539386857198,1
2020,4,"Vestlandet",20329.6250265664,303.618990786322,247.243754336309,247.789646322772,30,1.22801480507099,1
2020,5,"Sørlandet",7085.62001515692,200.940279214081,155.899339572004,156.040950888283,30,1.28891039414105,1
2021,1,"Nord-Norge",59822.7350921747,106.889221394799,142.921073581004,143.744102075349,30,0.747889857783757,0.747889857783757
2021,2,"Midt-Norge",18294.6375230299,117.012978109673,156.549324576585,160.910013390366,30,0.747451184641997,0.747451184641997
2021,3,"Østlandet",19004.1775274179,100.955737116447,104.273160477513,104.203290990937,30,0.968185261232386,0.968185261232386
2021,4,"Vestlandet",20329.6250265664,195.039917627136,247.243754336309,247.789646322772,30,0.788856803079589,0.788856803079589
2021,5,"Sørlandet",7085.62001515692,136.519895691105,155.899339572004,156.040950888283,30,0.875692585137935,0.875692585137935
2022,1,"Nord-Norge",59822.7350921747,168.219476468471,142.921073581004,143.744102075349,30,1.17700960574669,1
2022,2,"Midt-Norge",18294.6375230299,237.933381302378,156.549324576585,160.910013390366,30,1.51986207507385,1
2022,3,"Østlandet",19004.1775274179,119.214965768008,104.273160477513,104.203290990937,30,1.14329483466379,1
2022,4,"Vestlandet",20329.6250265664,253.949388537634,247.243754336309,247.789646322772,30,1.02712155143949,1
2022,5,"Sørlandet",7085.62001515692,124.873780095032,155.899339572004,156.040950888283,30,0.800989795324678,0.800989795324678
2023,1,"Nord-Norge",59822.7350921747,124.900421770216,142.921073581004,143.744102075349,30,0.873911863665267,0.873911863665267
2023,2,"Midt-Norge",18294.6375230299,134.345398854144,156.549324576585,160.910013390366,30,0.858166582433393,0.858166582433393
2023,3,"Østlandet",19004.1775274179,116.480971847824,104.273160477513,104.203290990937,30,1.11707529832611,1
2023,4,"Vestlandet",20329.6250265664,223.593975733295,247.243754336309,247.789646322772,30,0.9043463052626,0.9043463052626
2023,5,"Sørlandet",7085.62001515692,167.178208262742,155.899339572004,156.040950888283,30,1.07234712296859,1
2024,1,"Nord-Norge",59822.7350921747,109.024180471701,142.921073581004,143.744102075349,30,0.762827886329225,0.762827886329225
2024,2,"Midt-Norge",18294.6375230299,135.08665326032,156.549324576585,160.910013390366,30,0.862901539982274,0.862901539982274
2024,3,"Østlandet",19004.1775274179,108.295167278812,104.273160477513,104.203290990937,30,1.03857183174348,1
2024,4,"Vestlandet",20329.6250265664,256.107328235656,247.243754336309,247.789646322772,30,1.0358495361112,1
2024,5,"Sørlandet",7085.62001515692,163.335488279908,155.899339572004,156.040950888283,30,1.04769839775023,1
2025,1,"Nord-Norge",59822.7350921747,175.808747476786,142.921073581004,143.744102075349,30,1.23011073924758,1
2025,2,"Midt-Norge",18294.6375230299,146.901266371138,156.549324576585,160.910013390366,30,0.93837048973835,0.93837048973835
2025,3,"Østlandet",19004.1775274179,82.6826303326452,104.273160477513,104.203290990937,30,0.792942593798876,0.792942593798876
2025,4,"Vestlandet",20329.6250265664,184.482950664052,247.243754336309,247.789646322772,30,0.74615818368909,0.74615818368909
2025,5,"Sørlandet",7085.62001515692,82.7412984981397,155.899339572004,156.040950888283,30,0.530735400966369,0.530735400966369
2026,1,"Nord-Norge",59822.7350921747,118.821924924699,142.921073581004,143.744102075349,30,0.83138141876155,0.83138141876155
2026,2,"Midt-Norge",18294.6375230299,86.7023320169392,156.549324576585,160.910013390366,30,0.553833957772994,0.553833957772994
2026,3,"Østlandet",19004.1775274179,73.1709926309173,104.273160477513,104.203290990937,30,0.701724128201689,0.701724128201689
2026,4,"Vestlandet",20329.6250265664,144.422589585649,247.243754336309,247.789646322772,30,0.584130385713205,0.584130385713205
2026,5,"Sørlandet",7085.62001515692,91.708247539461,155.899339572004,156.040950888283,30,0.588252957268651,0.588252957268651
